X,Y,ASCII,Foreground,Background
42,29,0,#000000,#000000
43,29,0,#000000,#000000
44,29,47,#33291A,#000000
45,29,47,#33291A,#000000
46,29,0,#33291A,#000000
47,29,32,#000000,#000000
48,29,60,#FF8000,#000000
49,29,55,#FF8000,#000000
50,29,0,#000000,#000000
51,29,0,#000000,#000000
52,29,0,#000000,#000000
53,29,43,#004020,#000000
54,29,0,#000000,#000000
55,29,47,#33291A,#000000
56,29,47,#33291A,#000000
57,29,43,#004020,#000000
58,29,0,#000000,#000000
59,29,46,#004020,#000000
60,29,0,#000000,#000000
61,29,176,#004020,#000000
62,29,177,#004020,#000000
63,29,177,#004020,#000000
64,29,177,#004020,#000000
65,29,177,#004020,#000000
66,29,177,#004020,#000000
67,29,177,#004020,#000000
68,29,176,#004020,#000000
69,29,176,#004020,#000000
70,29,176,#004020,#000000
71,29,0,#000000,#000000
72,29,0,#000000,#000000
73,29,0,#000000,#000000
74,29,0,#000000,#000000
75,29,0,#000000,#000000
76,29,0,#000000,#000000
77,29,0,#000000,#000000
78,29,0,#000000,#000000
79,29,0,#000000,#000000
80,29,178,#003040,#000000
81,29,177,#002040,#000000
82,29,177,#002040,#000000
83,29,177,#002040,#000000
84,29,177,#002040,#000000
85,29,177,#002040,#000000
86,29,177,#002040,#000000
87,29,177,#002040,#000000
88,29,177,#002040,#000000
89,29,177,#002040,#000000
90,29,177,#002040,#000000
91,29,177,#002040,#000000
92,29,177,#002040,#000000
93,29,177,#002040,#000000
94,29,177,#002040,#000000
95,29,177,#002040,#000000
96,29,177,#002040,#000000
97,29,177,#002040,#000000
98,29,178,#003040,#000000
99,29,0,#000000,#000000
0,30,0,#000000,#000000
1,30,0,#000000,#000000
2,30,0,#000000,#000000
3,30,0,#000000,#000000
4,30,0,#000000,#000000
5,30,0,#000000,#000000
6,30,0,#000000,#000000
7,30,0,#000000,#000000
8,30,0,#000000,#000000
9,30,0,#000000,#000000
10,30,0,#000000,#000000
11,30,186,#4D3D26,#000000
12,30,186,#4D3D26,#000000
13,30,0,#000000,#000000
14,30,0,#000000,#000000
15,30,0,#000000,#000000
16,30,176,#204000,#000000
17,30,176,#204000,#000000
18,30,176,#336600,#000000
19,30,176,#204000,#000000
20,30,176,#204000,#000000
21,30,176,#204000,#000000
22,30,176,#204000,#000000
23,30,176,#336600,#000000
24,30,176,#204000,#000000
25,30,176,#006600,#000000
26,30,176,#006600,#000000
27,30,176,#006600,#000000
28,30,176,#006600,#000000
29,30,176,#006600,#000000
30,30,176,#006600,#000000
31,30,176,#006600,#000000
32,30,176,#006600,#000000
33,30,176,#006600,#000000
34,30,176,#006600,#000000
35,30,176,#006600,#000000
36,30,0,#000000,#000000
37,30,0,#000000,#000000
38,30,0,#000000,#000000
39,30,0,#000000,#000000
40,30,0,#000000,#000000
41,30,34,#004020,#000000
42,30,0,#000000,#000000
43,30,47,#4D3D26,#000000
44,30,47,#4D3D26,#000000
45,30,47,#33291A,#000000
46,30,0,#33291A,#000000
47,30,32,#000000,#000000
48,30,54,#FF8000,#000000
49,30,0,#000000,#000000
50,30,0,#000000,#000000
51,30,34,#004020,#000000
52,30,0,#4D3D26,#000000
53,30,0,#4D3D26,#000000
54,30,47,#4D3D26,#000000
55,30,47,#4D3D26,#000000
56,30,47,#33291A,#000000
57,30,46,#004020,#000000
58,30,0,#000000,#000000
59,30,0,#000000,#000000
60,30,176,#004020,#000000
61,30,176,#004020,#000000
62,30,177,#004020,#000000
63,30,177,#004020,#000000
64,30,177,#004020,#000000
65,30,177,#004020,#000000
66,30,177,#004020,#000000
67,30,177,#004020,#000000
68,30,176,#004020,#000000
69,30,176,#004020,#000000
70,30,176,#004020,#000000
71,30,0,#000000,#000000
72,30,0,#000000,#000000
73,30,0,#000000,#000000
74,30,0,#000000,#000000
75,30,0,#000000,#000000
76,30,0,#000000,#000000
77,30,0,#000000,#000000
78,30,0,#000000,#000000
79,30,178,#003040,#000000
80,30,178,#003040,#000000
81,30,177,#002040,#000000
82,30,177,#002040,#000000
83,30,177,#002040,#000000
84,30,177,#002040,#000000
85,30,247,#006CD9,#000000
86,30,177,#002040,#000000
87,30,177,#002040,#000000
88,30,177,#002040,#000000
89,30,177,#002040,#000000
90,30,177,#002040,#000000
91,30,177,#002040,#000000
92,30,177,#002040,#000000
93,30,177,#002040,#000000
94,30,177,#002040,#000000
95,30,177,#002040,#000000
96,30,177,#002040,#000000
97,30,177,#002040,#000000
98,30,178,#003040,#000000
99,30,0,#000000,#000000
0,31,0,#000000,#000000
1,31,0,#000000,#000000
2,31,0,#000000,#000000
3,31,0,#000000,#000000
4,31,0,#000000,#000000
5,31,0,#000000,#000000
6,31,0,#000000,#000000
7,31,0,#000000,#000000
8,31,0,#000000,#000000
9,31,0,#000000,#000000
10,31,0,#000000,#000000
11,31,186,#4D3D26,#000000
12,31,186,#4D3D26,#000000
13,31,0,#000000,#000000
14,31,0,#000000,#000000
15,31,0,#000000,#000000
16,31,176,#204000,#000000
17,31,176,#336600,#000000
18,31,176,#336600,#000000
19,31,176,#204000,#000000
20,31,176,#204000,#000000
21,31,177,#204000,#000000
22,31,176,#204000,#000000
23,31,176,#336600,#000000
24,31,176,#204000,#000000
25,31,0,#000000,#000000
26,31,0,#000000,#000000
27,31,0,#000000,#000000
28,31,176,#006600,#000000
29,31,176,#006600,#000000
30,31,176,#006600,#000000
31,31,186,#33291A,#000000
32,31,0,#000000,#000000
33,31,0,#000000,#000000
34,31,0,#000000,#000000
35,31,0,#000000,#000000
36,31,0,#000000,#000000
37,31,43,#004020,#000000
38,31,0,#000000,#000000
39,31,46,#004020,#000000
40,31,0,#000000,#000000
41,31,0,#000000,#000000
42,31,47,#4D3D26,#000000
43,31,47,#4D3D26,#000000
44,31,47,#33291A,#000000
45,31,0,#000000,#000000
46,31,0,#000000,#000000
47,31,47,#4D3D26,#000000
48,31,179,#4D3D26,#000000
49,31,92,#4D3D26,#000000
50,31,0,#000000,#000000
51,31,0,#4D3D26,#000000
52,31,0,#4D3D26,#000000
53,31,47,#4D3D26,#000000
54,31,47,#4D3D26,#000000
55,31,47,#33291A,#000000
56,31,0,#000000,#000000
57,31,0,#000000,#000000
58,31,43,#004020,#000000
59,31,0,#000000,#000000
60,31,176,#004020,#000000
61,31,177,#004020,#000000
62,31,7,#BF00FF,#000000
63,31,177,#004020,#000000
64,31,177,#004020,#000000
65,31,177,#004020,#000000
66,31,177,#004020,#000000
67,31,7,#33FFFF,#000000
68,31,177,#004020,#000000
69,31,178,#004020,#000000
70,31,7,#33FFFF,#000000
71,31,0,#000000,#000000
72,31,0,#000000,#000000
73,31,0,#000000,#000000
74,31,0,#000000,#000000
75,31,0,#000000,#000000
76,31,0,#000000,#000000
77,31,0,#000000,#000000
78,31,0,#33291A,#000000
79,31,0,#33291A,#000000
80,31,205,#33291A,#000000
81,31,205,#33291A,#000000
82,31,205,#33291A,#000000
83,31,205,#33291A,#000000
84,31,177,#002040,#000000
85,31,177,#002040,#000000
86,31,177,#002040,#000000
87,31,177,#002040,#000000
88,31,177,#002040,#000000
89,31,247,#006CD9,#002040
90,31,177,#002040,#000000
91,31,177,#002040,#000000
92,31,177,#002040,#000000
93,31,177,#002040,#000000
94,31,247,#006CD9,#000000
95,31,177,#002040,#000000
96,31,177,#002040,#000000
97,31,177,#002040,#000000
98,31,178,#003040,#000000
99,31,0,#000000,#000000
0,32,0,#000000,#000000
1,32,0,#000000,#000000
2,32,0,#000000,#000000
3,32,0,#000000,#000000
4,32,0,#000000,#000000
5,32,0,#000000,#000000
6,32,0,#000000,#000000
7,32,0,#000000,#000000
8,32,0,#000000,#000000
9,32,0,#000000,#000000
10,32,0,#000000,#000000
11,32,186,#4D3D26,#000000
12,32,186,#4D3D26,#000000
13,32,0,#000000,#000000
14,32,0,#000000,#000000
15,32,0,#000000,#000000
16,32,176,#204000,#000000
17,32,176,#336600,#000000
18,32,176,#336600,#000000
19,32,176,#204000,#000000
20,32,177,#204000,#000000
21,32,177,#204000,#000000
22,32,176,#204000,#000000
23,32,176,#336600,#000000
24,32,176,#204000,#000000
25,32,176,#204000,#000000
26,32,0,#000000,#000000
27,32,0,#000000,#000000
28,32,0,#000000,#000000
29,32,186,#33291A,#000000
30,32,0,#000000,#000000
31,32,186,#33291A,#000000
32,32,0,#000000,#000000
33,32,0,#000000,#000000
34,32,0,#000000,#000000
35,32,0,#000000,#000000
36,32,0,#000000,#000000
37,32,96,#004020,#000000
38,32,46,#004020,#000000
39,32,0,#000000,#000000
40,32,0,#000000,#000000
41,32,47,#4D3D26,#000000
42,32,47,#4D3D26,#000000
43,32,47,#33291A,#000000
44,32,0,#000000,#000000
45,32,43,#004020,#000000
46,32,0,#000000,#000000
47,32,0,#000000,#000000
48,32,0,#000000,#000000
49,32,43,#004020,#000000
50,32,0,#4D3D26,#000000
51,32,0,#4D3D26,#000000
52,32,47,#4D3D26,#000000
53,32,47,#4D3D26,#000000
54,32,47,#33291A,#000000
55,32,0,#000000,#000000
56,32,0,#000000,#000000
57,32,0,#000000,#000000
58,32,0,#000000,#000000
59,32,176,#004020,#000000
60,32,178,#004020,#000000
61,32,178,#004020,#000000
62,32,177,#004020,#000000
63,32,177,#004020,#000000
64,32,7,#FFFF00,#004020
65,32,178,#004020,#000000
66,32,178,#004020,#000000
67,32,178,#004020,#000000
68,32,178,#004020,#000000
69,32,177,#004020,#000000
70,32,178,#004020,#000000
71,32,0,#000000,#000000
72,32,0,#000000,#000000
73,32,0,#000000,#000000
74,32,0,#000000,#000000
75,32,0,#000000,#000000
76,32,0,#000000,#000000
77,32,0,#000000,#000000
78,32,0,#000000,#000000
79,32,0,#000000,#000000
80,32,178,#003040,#000000
81,32,177,#002040,#000000
82,32,177,#002040,#000000
83,32,186,#33291A,#000000
84,32,247,#006CD9,#000000
85,32,177,#002040,#000000
86,32,177,#002040,#000000
87,32,177,#002040,#000000
88,32,177,#002040,#000000
89,32,177,#002040,#000000
90,32,177,#002040,#000000
91,32,177,#002040,#000000
92,32,177,#002040,#000000
93,32,177,#002040,#000000
94,32,177,#002040,#000000
95,32,177,#002040,#000000
96,32,177,#002040,#000000
97,32,177,#002040,#000000
98,32,178,#003040,#000000
99,32,0,#000000,#000000
0,33,0,#000000,#000000
1,33,0,#000000,#000000
2,33,0,#000000,#000000
3,33,0,#000000,#000000
4,33,0,#000000,#000000
5,33,0,#000000,#000000
6,33,0,#000000,#000000
7,33,0,#000000,#000000
8,33,0,#000000,#000000
9,33,0,#000000,#000000
10,33,0,#000000,#000000
11,33,186,#4D3D26,#000000
12,33,186,#4D3D26,#000000
13,33,0,#000000,#000000
14,33,0,#000000,#000000
15,33,0,#000000,#000000
16,33,176,#204000,#000000
17,33,176,#336600,#000000
18,33,176,#336600,#000000
19,33,176,#336600,#000000
20,33,176,#336600,#000000
21,33,177,#204000,#000000
22,33,176,#336600,#000000
23,33,176,#336600,#000000
24,33,176,#336600,#000000
25,33,176,#204000,#000000
26,33,0,#000000,#000000
27,33,0,#000000,#000000
28,33,0,#000000,#000000
29,33,186,#33291A,#000000
30,33,0,#000000,#000000
31,33,186,#33291A,#000000
32,33,0,#000000,#000000
33,33,0,#000000,#000000
34,33,0,#000000,#000000
35,33,0,#000000,#000000
36,33,0,#000000,#000000
37,33,0,#000000,#000000
38,33,43,#004020,#000000
39,33,0,#000000,#000000
40,33,0,#000000,#000000
41,33,79,#33291A,#000000
42,33,47,#33291A,#000000
43,33,0,#000000,#000000
44,33,0,#000000,#000000
45,33,0,#000000,#000000
46,33,0,#000000,#000000
47,33,0,#000000,#000000
48,33,0,#000000,#000000
49,33,0,#000000,#000000
50,33,43,#004020,#000000
51,33,0,#4D3D26,#000000
52,33,79,#33291A,#000000
53,33,47,#33291A,#000000
54,33,0,#000000,#000000
55,33,0,#000000,#000000
56,33,96,#004020,#000000
57,33,43,#004020,#000000
58,33,0,#000000,#000000
59,33,176,#004020,#000000
60,33,176,#004020,#000000
61,33,178,#004020,#000000
62,33,178,#004020,#000000
63,33,178,#004020,#000000
64,33,178,#004020,#000000
65,33,177,#004020,#000000
66,33,178,#004020,#000000
67,33,177,#004020,#000000
68,33,177,#004020,#000000
69,33,177,#004020,#000000
70,33,178,#004020,#000000
71,33,0,#000000,#000000
72,33,0,#000000,#000000
73,33,0,#000000,#000000
74,33,0,#000000,#000000
75,33,0,#000000,#000000
76,33,0,#000000,#000000
77,33,0,#000000,#000000
78,33,0,#000000,#000000
79,33,0,#000000,#000000
80,33,178,#003040,#000000
81,33,177,#002040,#000000
82,33,177,#002040,#000000
83,33,177,#002040,#000000
84,33,177,#002040,#000000
85,33,177,#002040,#000000
86,33,177,#002040,#000000
87,33,177,#002040,#000000
88,33,177,#002040,#000000
89,33,177,#002040,#000000
90,33,177,#002040,#000000
91,33,177,#002040,#000000
92,33,177,#002040,#000000
93,33,177,#002040,#000000
94,33,177,#002040,#000000
95,33,177,#002040,#000000
96,33,177,#002040,#000000
97,33,178,#003040,#000000
98,33,0,#000000,#000000
99,33,0,#000000,#000000
0,34,0,#000000,#000000
1,34,0,#000000,#000000
2,34,0,#000000,#000000
3,34,0,#000000,#000000
4,34,0,#000000,#000000
5,34,0,#000000,#000000
6,34,0,#000000,#000000
7,34,0,#000000,#000000
8,34,0,#000000,#000000
9,34,0,#000000,#000000
10,34,0,#000000,#000000
11,34,0,#000000,#000000
12,34,0,#000000,#000000
13,34,0,#000000,#000000
14,34,0,#000000,#000000
15,34,0,#000000,#000000
16,34,176,#204000,#000000
17,34,176,#204000,#000000
18,34,176,#204000,#000000
19,34,186,#4D3D26,#000000
20,34,176,#336600,#000000
21,34,176,#336600,#000000
22,34,176,#336600,#000000
23,34,0,#000000,#000000
24,34,176,#204000,#000000
25,34,176,#204000,#000000
26,34,0,#000000,#000000
27,34,0,#000000,#000000
28,34,0,#000000,#000000
29,34,186,#33291A,#000000
30,34,0,#000000,#000000
31,34,186,#33291A,#000000
32,34,0,#000000,#000000
33,34,0,#000000,#000000
34,34,0,#000000,#000000
35,34,0,#000000,#000000
36,34,0,#000000,#000000
37,34,96,#004020,#000000
38,34,0,#000000,#000000
39,34,0,#000000,#000000
40,34,0,#000000,#000000
41,34,43,#004020,#000000
42,34,0,#000000,#000000
43,34,0,#000000,#000000
44,34,43,#004020,#000000
45,34,0,#000000,#000000
46,34,0,#000000,#000000
47,34,46,#004020,#000000
48,34,43,#004020,#000000
49,34,0,#000000,#000000
50,34,43,#004020,#000000
51,34,0,#000000,#000000
52,34,0,#000000,#000000
53,34,0,#000000,#000000
54,34,46,#004020,#000000
55,34,0,#000000,#000000
56,34,46,#004020,#000000
57,34,0,#000000,#000000
58,34,176,#004020,#000000
59,34,176,#004020,#000000
60,34,176,#004020,#000000
61,34,177,#004020,#000000
62,34,177,#004020,#000000
63,34,177,#004020,#000000
64,34,177,#004020,#000000
65,34,177,#004020,#000000
66,34,177,#004020,#000000
67,34,177,#004020,#000000
68,34,177,#004020,#000000
69,34,177,#004020,#000000
70,34,177,#004020,#000000
71,34,176,#004020,#000000
72,34,0,#000000,#000000
73,34,0,#000000,#000000
74,34,0,#000000,#000000
75,34,0,#000000,#000000
76,34,0,#000000,#000000
77,34,0,#000000,#000000
78,34,0,#000000,#000000
79,34,0,#000000,#000000
80,34,178,#003040,#000000
81,34,178,#003040,#000000
82,34,177,#002040,#000000
83,34,177,#002040,#000000
84,34,177,#002040,#000000
85,34,177,#002040,#000000
86,34,177,#002040,#000000
87,34,247,#006CD9,#002040
88,34,177,#002040,#000000
89,34,177,#002040,#000000
90,34,177,#002040,#000000
91,34,247,#006CD9,#002040
92,34,177,#002040,#000000
93,34,177,#002040,#000000
94,34,177,#002040,#000000
95,34,177,#002040,#000000
96,34,177,#002040,#000000
97,34,178,#003040,#000000
98,34,0,#000000,#000000
99,34,0,#000000,#000000
0,35,0,#000000,#000000
1,35,0,#000000,#000000
2,35,0,#000000,#000000
3,35,0,#000000,#000000
4,35,0,#000000,#000000
5,35,0,#000000,#000000
6,35,0,#000000,#000000
7,35,0,#000000,#000000
8,35,0,#000000,#000000
9,35,0,#000000,#000000
10,35,0,#000000,#000000
11,35,0,#000000,#000000
12,35,0,#000000,#000000
13,35,0,#000000,#000000
14,35,0,#000000,#000000
15,35,0,#000000,#000000
16,35,176,#204000,#000000
17,35,0,#000000,#000000
18,35,0,#000000,#000000
19,35,186,#4D3D26,#000000
20,35,0,#000000,#000000
21,35,186,#4D3D26,#000000
22,35,0,#000000,#000000
23,35,0,#000000,#000000
24,35,176,#204000,#000000
25,35,176,#204000,#000000
26,35,0,#000000,#000000
27,35,0,#000000,#000000
28,35,0,#000000,#000000
29,35,0,#000000,#000000
30,35,0,#000000,#000000
31,35,0,#000000,#000000
32,35,0,#000000,#000000
33,35,0,#000000,#000000
34,35,0,#000000,#000000
35,35,0,#000000,#000000
36,35,0,#000000,#000000
37,35,0,#000000,#000000
38,35,0,#000000,#000000
39,35,96,#004020,#000000
40,35,0,#000000,#000000
41,35,0,#000000,#000000
42,35,0,#000000,#000000
43,35,0,#000000,#000000
44,35,46,#004020,#000000
45,35,0,#000000,#000000
46,35,0,#000000,#000000
47,35,0,#000000,#000000
48,35,0,#000000,#000000
49,35,0,#000000,#000000
50,35,0,#000000,#000000
51,35,46,#004020,#000000
52,35,0,#000000,#000000
53,35,0,#000000,#000000
54,35,0,#000000,#000000
55,35,0,#000000,#000000
56,35,0,#000000,#000000
57,35,0,#000000,#000000
58,35,176,#004020,#000000
59,35,176,#004020,#000000
60,35,176,#004020,#000000
61,35,177,#004020,#000000
62,35,177,#004020,#000000
63,35,177,#004020,#000000
64,35,177,#004020,#000000
65,35,177,#004020,#000000
66,35,177,#004020,#000000
67,35,177,#004020,#000000
68,35,177,#004020,#000000
69,35,177,#004020,#000000
70,35,178,#004020,#000000
71,35,176,#004020,#000000
72,35,0,#000000,#000000
73,35,0,#000000,#000000
74,35,0,#000000,#000000
75,35,0,#000000,#000000
76,35,0,#000000,#000000
77,35,0,#000000,#000000
78,35,0,#000000,#000000
79,35,0,#000000,#000000
80,35,0,#000000,#000000
81,35,0,#000000,#000000
82,35,178,#003040,#000000
83,35,177,#002040,#000000
84,35,177,#002040,#000000
85,35,177,#002040,#000000
86,35,177,#002040,#000000
87,35,177,#002040,#000000
88,35,177,#002040,#000000
89,35,177,#002040,#000000
90,35,177,#002040,#000000
91,35,177,#002040,#000000
92,35,177,#002040,#000000
93,35,177,#002040,#000000
94,35,177,#002040,#000000
95,35,177,#002040,#000000
96,35,178,#003040,#000000
97,35,0,#000000,#000000
98,35,0,#000000,#000000
99,35,0,#000000,#000000
0,36,0,#000000,#000000
1,36,0,#000000,#000000
2,36,0,#000000,#000000
3,36,0,#000000,#000000
4,36,0,#000000,#000000
5,36,0,#000000,#000000
6,36,0,#000000,#000000
7,36,0,#000000,#000000
8,36,0,#000000,#000000
9,36,0,#000000,#000000
10,36,0,#000000,#000000
11,36,0,#000000,#000000
12,36,0,#000000,#000000
13,36,0,#000000,#000000
14,36,0,#000000,#000000
15,36,0,#000000,#000000
16,36,0,#000000,#000000
17,36,0,#000000,#000000
18,36,0,#000000,#000000
19,36,186,#4D3D26,#000000
20,36,0,#000000,#000000
21,36,186,#4D3D26,#000000
22,36,0,#000000,#000000
23,36,0,#000000,#000000
24,36,0,#000000,#000000
25,36,176,#204000,#000000
26,36,0,#000000,#000000
27,36,0,#000000,#000000
28,36,0,#000000,#000000
29,36,0,#000000,#000000
30,36,0,#000000,#000000
31,36,0,#000000,#000000
32,36,0,#000000,#000000
33,36,0,#000000,#000000
34,36,0,#000000,#000000
35,36,0,#000000,#000000
36,36,0,#000000,#000000
37,36,0,#000000,#000000
38,36,34,#004020,#000000
39,36,0,#000000,#000000
40,36,34,#004020,#000000
41,36,0,#000000,#000000
42,36,0,#000000,#000000
43,36,0,#000000,#000000
44,36,0,#000000,#000000
45,36,34,#004020,#000000
46,36,0,#000000,#000000
47,36,96,#004020,#000000
48,36,0,#000000,#000000
49,36,0,#000000,#000000
50,36,0,#000000,#000000
51,36,0,#000000,#000000
52,36,0,#000000,#000000
53,36,0,#000000,#000000
54,36,96,#004020,#000000
55,36,0,#000000,#000000
56,36,0,#000000,#000000
57,36,0,#000000,#000000
58,36,176,#004020,#000000
59,36,176,#004020,#000000
60,36,177,#004020,#000000
61,36,7,#FF9933,#000000
62,36,177,#004020,#000000
63,36,177,#004020,#000000
64,36,177,#004020,#000000
65,36,178,#004020,#000000
66,36,177,#004020,#000000
67,36,177,#004020,#000000
68,36,177,#004020,#000000
69,36,177,#004020,#000000
70,36,177,#004020,#000000
71,36,176,#004020,#000000
72,36,0,#000000,#000000
73,36,0,#000000,#000000
74,36,0,#000000,#000000
75,36,0,#000000,#000000
76,36,0,#000000,#000000
77,36,0,#000000,#000000
78,36,0,#000000,#000000
79,36,0,#000000,#000000
80,36,0,#000000,#000000
81,36,0,#000000,#000000
82,36,0,#000000,#000000
83,36,178,#003040,#000000
84,36,178,#003040,#000000
85,36,178,#003040,#000000
86,36,178,#003040,#000000
87,36,178,#003040,#000000
88,36,178,#003040,#000000
89,36,178,#003040,#000000
90,36,178,#003040,#000000
91,36,177,#002040,#000000
92,36,177,#002040,#000000
93,36,177,#002040,#000000
94,36,178,#003040,#000000
95,36,178,#003040,#000000
96,36,178,#003040,#000000
97,36,0,#000000,#000000
98,36,0,#000000,#000000
99,36,0,#000000,#000000
0,37,0,#000000,#000000
1,37,0,#000000,#000000
2,37,0,#000000,#000000
3,37,0,#000000,#000000
4,37,0,#000000,#000000
5,37,0,#000000,#000000
6,37,0,#000000,#000000
7,37,0,#000000,#000000
8,37,0,#000000,#000000
9,37,0,#000000,#000000
10,37,0,#000000,#000000
11,37,0,#000000,#000000
12,37,0,#000000,#000000
13,37,0,#000000,#000000
14,37,0,#000000,#000000
15,37,0,#000000,#000000
16,37,0,#000000,#000000
17,37,0,#000000,#000000
18,37,0,#000000,#000000
19,37,186,#4D3D26,#000000
20,37,0,#000000,#000000
21,37,186,#4D3D26,#000000
22,37,0,#000000,#000000
23,37,0,#000000,#000000
24,37,0,#000000,#000000
25,37,0,#000000,#000000
26,37,0,#000000,#000000
27,37,0,#000000,#000000
28,37,0,#000000,#000000
29,37,0,#000000,#000000
30,37,0,#000000,#000000
31,37,0,#000000,#000000
32,37,0,#000000,#000000
33,37,0,#000000,#000000
34,37,0,#000000,#000000
35,37,0,#000000,#000000
36,37,0,#000000,#000000
37,37,0,#000000,#000000
38,37,0,#000000,#000000
39,37,0,#000000,#000000
40,37,0,#000000,#000000
41,37,0,#000000,#000000
42,37,0,#000000,#000000
43,37,96,#004020,#000000
44,37,0,#000000,#000000
45,37,0,#000000,#000000
46,37,0,#000000,#000000
47,37,0,#000000,#000000
48,37,0,#000000,#000000
49,37,0,#000000,#000000
50,37,96,#004020,#000000
51,37,34,#004020,#000000
52,37,0,#000000,#000000
53,37,43,#004020,#000000
54,37,0,#000000,#000000
55,37,0,#000000,#000000
56,37,0,#000000,#000000
57,37,176,#004020,#000000
58,37,178,#004020,#000000
59,37,176,#004020,#000000
60,37,177,#004020,#000000
61,37,177,#004020,#000000
62,37,177,#004020,#000000
63,37,177,#004020,#000000
64,37,177,#004020,#000000
65,37,177,#004020,#000000
66,37,177,#004020,#000000
67,37,177,#004020,#000000
68,37,177,#004020,#000000
69,37,177,#004020,#000000
70,37,178,#004020,#000000
71,37,4,#33FF99,#000000
72,37,0,#000000,#000000
73,37,0,#000000,#000000
74,37,0,#000000,#000000
75,37,0,#000000,#000000
76,37,0,#000000,#000000
77,37,0,#000000,#000000
78,37,0,#000000,#000000
79,37,0,#000000,#000000
80,37,0,#000000,#000000
81,37,0,#000000,#000000
82,37,0,#000000,#000000
83,37,0,#000000,#000000
84,37,0,#000000,#000000
85,37,0,#000000,#000000
86,37,0,#000000,#000000
87,37,0,#000000,#000000
88,37,0,#000000,#000000
89,37,0,#000000,#000000
90,37,0,#000000,#000000
91,37,178,#003040,#000000
92,37,178,#003040,#000000
93,37,178,#003040,#000000
94,37,0,#000000,#000000
95,37,0,#000000,#000000
96,37,0,#000000,#000000
97,37,0,#000000,#000000
98,37,0,#000000,#000000
99,37,0,#000000,#000000
0,38,0,#000000,#000000
1,38,0,#000000,#000000
2,38,0,#000000,#000000
3,38,0,#000000,#000000
4,38,0,#000000,#000000
5,38,0,#000000,#000000
6,38,0,#000000,#000000
7,38,0,#000000,#000000
8,38,0,#000000,#000000
9,38,0,#000000,#000000
10,38,0,#000000,#000000
11,38,0,#000000,#000000
12,38,0,#000000,#000000
13,38,0,#000000,#000000
14,38,0,#000000,#000000
15,38,0,#000000,#000000
16,38,0,#000000,#000000
17,38,0,#000000,#000000
18,38,0,#000000,#000000
19,38,186,#4D3D26,#000000
20,38,0,#000000,#000000
21,38,186,#4D3D26,#000000
22,38,0,#000000,#000000
23,38,0,#000000,#000000
24,38,0,#000000,#000000
25,38,0,#000000,#000000
26,38,0,#000000,#000000
27,38,0,#000000,#000000
28,38,0,#000000,#000000
29,38,0,#000000,#000000
30,38,0,#000000,#000000
31,38,0,#000000,#000000
32,38,0,#000000,#000000
33,38,0,#000000,#000000
34,38,0,#000000,#000000
35,38,0,#000000,#000000
36,38,0,#000000,#000000
37,38,0,#000000,#000000
38,38,0,#000000,#000000
39,38,0,#000000,#000000
40,38,0,#000000,#000000
41,38,0,#000000,#000000
42,38,0,#000000,#000000
43,38,0,#000000,#000000
44,38,0,#000000,#000000
45,38,0,#000000,#000000
46,38,0,#000000,#000000
47,38,0,#000000,#000000
48,38,0,#000000,#000000
49,38,0,#000000,#000000
50,38,0,#000000,#000000
51,38,0,#000000,#000000
52,38,0,#000000,#000000
53,38,0,#000000,#000000
54,38,0,#000000,#000000
55,38,0,#000000,#000000
56,38,0,#000000,#000000
57,38,176,#004020,#000000
58,38,176,#004020,#000000
59,38,178,#004020,#000000
60,38,178,#004020,#000000
61,38,178,#004020,#000000
62,38,178,#004020,#000000
63,38,178,#004020,#000000
64,38,178,#004020,#000000
65,38,4,#FFFF66,#000000
66,38,178,#004020,#000000
67,38,178,#004020,#000000
68,38,178,#004020,#000000
69,38,4,#6CD900,#000000
70,38,178,#004020,#000000
71,38,177,#004020,#000000
72,38,176,#004020,#000000
73,38,0,#000000,#000000
74,38,0,#000000,#000000
75,38,0,#000000,#000000
76,38,0,#000000,#000000
77,38,0,#000000,#000000
78,38,0,#000000,#000000
79,38,0,#000000,#000000
80,38,0,#000000,#000000
81,38,0,#000000,#000000
82,38,0,#000000,#000000
83,38,0,#000000,#000000
84,38,0,#000000,#000000
85,38,0,#000000,#000000
86,38,0,#000000,#000000
87,38,0,#000000,#000000
88,38,0,#000000,#000000
89,38,0,#000000,#000000
90,38,0,#000000,#000000
91,38,0,#000000,#000000
92,38,0,#000000,#000000
93,38,0,#000000,#000000
94,38,0,#000000,#000000
95,38,0,#000000,#000000
96,38,0,#000000,#000000
97,38,0,#000000,#000000
98,38,0,#000000,#000000
99,38,0,#000000,#000000
0,39,0,#000000,#000000
1,39,0,#000000,#000000
2,39,0,#000000,#000000
3,39,0,#000000,#000000
4,39,0,#000000,#000000
5,39,0,#000000,#000000
6,39,0,#000000,#000000
7,39,0,#000000,#000000
8,39,0,#000000,#000000
9,39,0,#000000,#000000
10,39,0,#000000,#000000
11,39,0,#000000,#000000
12,39,0,#000000,#000000
13,39,0,#000000,#000000
14,39,0,#000000,#000000
15,39,0,#000000,#000000
16,39,0,#000000,#000000
17,39,0,#000000,#000000
18,39,0,#000000,#000000
19,39,186,#4D3D26,#000000
20,39,0,#000000,#000000
21,39,186,#4D3D26,#000000
22,39,0,#000000,#000000
23,39,0,#000000,#000000
24,39,0,#000000,#000000
25,39,0,#000000,#000000
26,39,0,#000000,#000000
